0.612,0.012370
0.597,0.013870
0.703,0.027710
0.587,0.011440
0.506,0.028580
0.674,0.022820
0.490,0.010340
0.935,0.008400
0.638,0.015010
0.706,0.014080
0.512,0.012850
0.510,0.012390
0.806,0.010050
0.572,0.012820
0.725,0.013780
0.565,0.012740
0.744,0.015840
0.847,0.015070
0.528,0.011760
0.851,0.014760
0.466,0.011710
0.556,0.013080
0.484,0.013230
0.622,0.012470
0.872,0.008020
0.615,0.011710
0.644,0.012990
0.978,0.015280
0.539,0.012730
0.439,0.012740
0.663,0.012440
0.426,0.011580
0.430,0.010740
1.079,0.012750
0.417,0.013160
