27.270,8.088
19.010,6.125
22.830,9.350
21.380,8.350
17.210,7.507
9.590,4.217
16.620,7.426
16.270,7.426
15.260,6.346
13.440,5.836
14.500,5.149
10.262,4.210
13.820,8.445
10.640,5.420
13.050,5.640
11.910,5.140
11.340,4.561
10.630,4.299
9.250,4.291
8.460,4.053
7.420,5.600
5.160,3.760
6.240,4.516
5.314,3.428
6.086,4.089
5.982,3.950
5.350,2.995
4.890,2.605
5.273,3.484
4.739,3.110
5.170,2.681
4.524,2.478
4.969,3.015
4.609,2.641
4.657,4.195
4.575,3.670
4.106,2.380
2.504,1.726
3.921,2.852
2.545,1.854
3.605,4.390
2.632,2.159
3.504,2.445
1.730,1.499
3.378,4.521
3.253,3.515
3.278,26.050
3.179,19.760
2.816,2.301
2.757,2.257
2.769,2.642
2.351,2.029
2.533,3.996
2.324,2.712
2.482,2.017
1.500,1.433
2.468,4.323
2.281,2.978
2.397,2.592
1.901,1.779
2.375,2.765
2.304,2.571
2.342,1.854
2.338,1.831
2.333,3.309
2.295,2.986
2.317,2.539
1.352,1.350
2.311,4.556
2.272,3.626
2.277,3.031
1.876,2.210
2.228,3.387
2.000,2.346
2.199,2.494
2.006,2.132
2.184,1.832
1.967,1.667
2.151,2.090
1.332,1.312
2.140,3.916
1.973,2.767
2.097,2.168
2.095,2.168
2.045,8.320
1.945,3.965
2.030,2.014
1.973,1.970
2.025,1.580
1.122,1.315
1.973,2.126
1.485,1.480
1.964,1.929
1.814,1.838
1.920,1.912
1.873,1.808
1.904,1.624
1.855,1.600
1.905,2.772
1.709,2.026
1.854,2.138
1.817,2.339
1.806,2.242
1.782,2.178
1.772,2.897
1.680,2.330
1.737,1.852
1.408,1.489
1.632,2.052
1.462,1.629
1.561,1.543
1.550,1.499
1.560,2.073
1.407,1.663
1.520,1.463
1.496,1.470
1.514,1.571
1.288,1.363
1.493,2.256
1.493,2.256
1.488,2.326
1.467,2.236
1.479,2.062
1.377,1.786
1.454,1.764
1.448,1.764
1.447,1.521
1.347,1.386
1.442,1.798
1.368,1.584
1.414,1.613
1.209,1.216
1.388,1.347
1.344,1.324
1.331,1.594
1.329,1.562
1.282,1.616
0.931,0.967
1.271,1.314
1.146,1.113
1.272,1.287
1.254,1.266
1.255,1.275
1.219,1.217
1.240,1.256
0.907,0.906
1.235,1.348
1.196,1.275
1.234,2.932
1.193,1.818
1.227,1.402
1.220,1.419
1.218,1.283
0.958,0.962
1.204,2.429
1.079,1.224
1.174,1.133
1.124,1.083
1.166,1.247
1.052,1.135
1.139,1.513
0.969,1.156
1.105,1.224
0.934,0.863
1.103,1.425
1.081,1.374
1.075,1.400
0.827,0.768
1.052,1.019
0.855,0.830
1.032,1.263
0.968,1.174
1.006,1.338
0.727,1.063
0.983,1.110
0.764,0.835
0.941,0.893
0.814,0.838
0.926,1.186
0.869,0.964
0.898,1.004
0.877,0.874
0.610,0.627
0.600,0.624
0.599,0.619
0.599,0.619
0.435,0.432
0.399,0.392
0.231,0.253
0.214,0.240
